Features,importance
D884,0.00015041771219002684
D1388,0.00015036785278159184
D576,0.00015020239482768535
D845,0.0001497858342175715
D897,0.00014971763185506765
D423,0.00014808471893426093
D1277,0.0001480429820295047
D1366,0.00014789101158053702
D1297,0.00014783968775201962
D1363,0.00014777895924345764
D1351,0.00014776176071881915
D561,0.00014731143200756396
D846,0.0001467982398890119
D1211,0.0001462782172697848
D365,0.0001461041043044614
D1291,0.0001458394889577184
D1261,0.00014557737276895164
D1729,0.00014552630947073985
D690,0.0001455035478889967
D1330,0.00014545894146639869
D1324,0.0001452175660474426
D1255,0.00014505228389446778
D559,0.00014497733645093899
D464,0.00014497112727635314
D1448,0.00014489327207055217
D1209,0.0001448061567669674
D1368,0.0001443535686093063
D1257,0.00014353415205250723
D326,0.00014336133083702872
D1436,0.00014332402609515437
D1322,0.00014317787787905453
D1336,0.00014252629631363335
D1377,0.00014234945426728294
D754,0.000141829666816787
D113,0.00014182693857507148
D1308,0.0001413584488077201
D1286,0.00014113385930637624
D422,0.0001408299821775006
D1439,0.00014067526244052788
D898,0.00014054416410078078
D380,0.0001402419379045863
D1365,0.00014000153788487906
D221,0.0001398356882807929
D628,0.0001397950856123125
D1232,0.00013952266968605536
D1256,0.00013940257890454914
D1275,0.00013915146903768883
D1329,0.00013815090906057754
D1596,0.00013808072210322146
D1239,0.0001380531317859389
D1244,0.00013789821377998676
D1251,0.00013770587068011244
D1268,0.00013731162754209827
D549,0.00013730288012975205
D1231,0.00013726467146525406
D1303,0.00013667909149855308
D1369,0.00013651807455361707
D1387,0.00013621680130589478
D550,0.00013613093244400765
D1699,0.0001357767276925564
D1438,0.00013567221707855854
D1408,0.00013543716865852857
D653,0.00013531544477337297
D668,0.00013527531994653443
D1347,0.000135162202554415
D1337,0.00013505108809103156
D1357,0.00013441751240575448
D318,0.00013394650187355825
D732,0.00013338995550911105
D351,0.00013338948168138527
D1429,0.00013334000801545776
D1344,0.00013332271605530444
D1354,0.0001329707586194123
D1212,0.00013292450364346743
D693,0.0001328649901978813
D1266,0.00013134278849528583
D1224,0.00013119939490782834
D1444,0.00013053005056868608
D1319,0.0001300349989809902
D1248,0.00012975747081935576
D115,0.0001292080715859785
D636,0.00012886941859375668
D704,0.00012870865266216067
D1300,0.0001282042549749721
D1290,0.00012721188870811696
D1454,0.0001269487605433984
D325,0.00012694747697814026
D1304,0.00012674298887701643
D1424,0.00012585527889919098
D1205,0.0001256358358627054
D520,0.00012554648409461057
D1393,0.00012508488052595084
D261,0.0001250788130895732
D1314,0.00012496156756846644
D1292,0.0001243663703825867
D1437,0.00012421866851993632
D1220,0.00012351709494473015
D1419,0.0001231344490982305
D521,0.0001228679234041543
D1362,0.00012222849236976545
D1295,0.00012122875050701141
D1320,0.00012107959447411624
D1223,0.00012088840226528074
D1249,0.00012088594827916753
D562,0.00012081373664050048
D1401,0.00012040876188334678
D614,0.00012039714472217032
D1218,0.00012001575403942876
D756,0.00011988516212657079
D1383,0.00011974972407581703
D190,0.0001196105768651812
D1316,0.00011908613056826069
D527,0.00011900090977133771
D1432,0.0001187287403369492
D1305,0.0001184548474353703
D179,0.00011793719577722423
D1425,0.00011789221967882162
D1404,0.00011761485193315305
D1298,0.00011690752832815458
D948,0.00011688627525373593
D1416,0.00011684468313604745
D816,0.00011682932543703404
D1398,0.00011666900200602266
D643,0.00011629097489662514
D232,0.00011614479287907487
D1339,0.00011604563083053549
D379,0.0001159723031943986
D709,0.00011544069362030963
D1343,0.0001152556849571053
D497,0.00011426564278827777
D1367,0.00011415380346976802
D134,0.00011411728391571608
D244,0.00011368582454044556
D319,0.00011366732101999995
D1763,0.00011318865133348399
D603,0.00011201266523287523
D281,0.00011191311309342494
D1348,0.00011116232021338249
D1423,0.00011114811083635367
D279,0.00011108617610223353
D1215,0.00011084104989531128
D364,0.00011012325415163191
D1328,0.00010964212734668026
D1373,0.00010917071929107413
D691,0.00010910338083347137
D349,0.00010809943872627384
D580,0.00010791835704352393
D1207,0.00010749995949179213
D393,0.00010711629763400977
D262,0.00010642774188999119
D1265,0.00010596022498925053
D247,0.00010591801989273924
D1394,0.00010578486184313625
D347,0.00010569345596036433
D409,0.00010568781536710888
D1374,0.00010560659892299261
D1315,0.00010544445653469158
D320,0.00010533268808043681
D600,0.0001051799202837924
D1536,0.00010494089393185985
D1380,0.00010474486266151217
D1481,0.00010458517579392918
D1545,0.00010392886489238916
D176,0.00010326683943291402
D1246,0.00010295096059854508
D1260,0.00010245076188610658
D1227,0.00010223048180993632
D1228,0.00010218175717247918
D679,0.00010163286899947029
D528,0.00010067400400360083
D620,0.00010058995657065886
D577,0.00010051938913761948
D1768,0.00010050173568953897
D1389,9.99870956707333e-05
D273,9.983489131186563e-05
D1413,9.878454179037485e-05
D818,9.822015575409058e-05
D529,9.802911767511399e-05
D833,9.797790311119478e-05
D411,9.721844745731205e-05
D276,9.689637357559894e-05
D796,9.674529607239022e-05
D523,9.652276294647956e-05
D522,9.62744867813103e-05
D706,9.610536344583807e-05
D424,9.609151358094088e-05
D1746,9.607868048204723e-05
D918,9.482813510926901e-05
D1208,9.43623210227885e-05
D271,9.42744896397188e-05
D771,9.40313903323622e-05
D270,9.379653072350856e-05
D906,9.37926879206126e-05
D1253,9.336673259276773e-05
D539,9.298166946896373e-05
D594,9.263936973402389e-05
D193,9.215104102689142e-05
D188,9.209760836615946e-05
D275,9.207286858701218e-05
D1428,9.131157528551238e-05
D644,9.096157535303058e-05
D280,9.09400142929885e-05
D669,9.057925344802216e-05
D1718,9.043410793299041e-05
D590,9.010164823614244e-05
D778,8.993162029454246e-05
D543,8.880833270529056e-05
D352,8.867589043112583e-05
D346,8.8640447734736e-05
D434,8.85402734381187e-05
D258,8.847844959419847e-05
D1355,8.834349333541645e-05
D758,8.833514937012606e-05
D1225,8.711652037654525e-05
D919,8.707900041658583e-05
D1372,8.697001113684339e-05
D412,8.682854495338334e-05
D343,8.673087673215422e-05
D498,8.666686140533327e-05
D578,8.614562461309239e-05
D917,8.58077473075504e-05
D848,8.57201505753433e-05
D866,8.565402826508198e-05
D1449,8.55531889905003e-05
D835,8.553392645032902e-05
D654,8.531083029402777e-05
D327,8.510075915592033e-05
D367,8.498896648579193e-05
D341,8.49591764998017e-05
D705,8.494230532819457e-05
D757,8.425971645505652e-05
D1615,8.407457115132321e-05
D899,8.383723717269448e-05
D1571,8.36422759067593e-05
D589,8.324116936497164e-05
D1283,8.294003572670388e-05
D1222,8.292078913672535e-05
D501,8.290276267949131e-05
D506,8.271746708306991e-05
D1313,8.21003633671812e-05
D727,8.166698183942164e-05
D478,8.157021304423161e-05
D865,8.121930504568328e-05
D723,8.121679880126145e-05
D551,8.091972845407812e-05
D801,8.067607777162166e-05
D606,8.044711230696112e-05
D125,8.005959468383152e-05
D849,7.994806220915158e-05
D1358,7.942671636929293e-05
D503,7.848920854550252e-05
D1451,7.671274783549095e-05
D382,7.61354805536712e-05
D734,7.592751988212351e-05
D1475,7.584118480449867e-05
D834,7.546768364182024e-05
D855,7.485845806849955e-05
D408,7.48007066003382e-05
D436,7.470925445885234e-05
D630,7.46293725135529e-05
D366,7.429488504345629e-05
D681,7.419056025165001e-05
D272,7.404276834928291e-05
D707,7.32088531195705e-05
D1598,7.241891745737843e-05
D907,7.22490909782155e-05
D1326,7.201788582458222e-05
D282,7.176912989318084e-05
D940,7.10518228306818e-05
D486,7.09716848695138e-05
D601,7.086996371335283e-05
D1644,7.039922134791156e-05
D394,7.03262934256667e-05
D671,6.98479658979767e-05
D629,6.952525417370014e-05
D396,6.894916707240811e-05
D465,6.883124106990821e-05
D885,6.877480296177891e-05
D1758,6.8540582109639e-05
D736,6.849946100747096e-05
D615,6.835667416352994e-05
D259,6.808174218822546e-05
D1580,6.785920259601824e-05
D1513,6.78257780160748e-05
D850,6.779347435185835e-05
D941,6.74716546669913e-05
D466,6.73912167853323e-05
D1665,6.660029770990368e-05
D716,6.630380832585512e-05
D1640,6.584602886368475e-05
D564,6.555252423302075e-05
D499,6.512992587424636e-05
D909,6.510384610265489e-05
D148,6.48829999238749e-05
D867,6.444577617269333e-05
D779,6.437163299775843e-05
D1749,6.435835325308036e-05
D289,6.378390684900553e-05
D235,6.298592062248735e-05
D1306,6.295754935928903e-05
D286,6.263883596727638e-05
D798,6.24892935207136e-05
D1525,6.225008716903625e-05
D400,6.2132215281072e-05
D722,6.20060496038559e-05
D943,6.153891204421457e-05
D1529,6.15022421737208e-05
D1728,6.148657024092837e-05
D410,6.145811617197117e-05
D930,6.144676167139003e-05
D641,6.111003670976507e-05
D910,6.106580632366182e-05
D1486,6.083577895668283e-05
D433,6.080350916294239e-05
D593,6.077375868943253e-05
D266,6.062634924805218e-05
D355,6.029243943995461e-05
D1609,6.0121213964703474e-05
D692,5.996822544245155e-05
D886,5.988665275675735e-05
D1312,5.988370311062843e-05
D817,5.9597501292747064e-05
D563,5.924890566506802e-05
D773,5.9127749804524586e-05
D456,5.868727417294059e-05
D1619,5.8465473540253617e-05
D1677,5.831604543409745e-05
D1502,5.8303065681426336e-05
D184,5.823993222452961e-05
D1700,5.791526383945654e-05
D407,5.784406249979333e-05
D876,5.774361255965724e-05
D284,5.769957805507692e-05
D267,5.7566750001354395e-05
D1593,5.744394313905565e-05
D1559,5.735925195252362e-05
D254,5.7260271619098914e-05
D1626,5.7175873245027016e-05
D1608,5.6959464603105514e-05
D290,5.6950171104626136e-05
D255,5.6872035002112476e-05
D1775,5.668495321373092e-05
D450,5.662505829778433e-05
D1556,5.6530955719993206e-05
D1583,5.604740661014037e-05
D268,5.5699614917117994e-05
D1520,5.493714608143025e-05
D1717,5.460062128369979e-05
D171,5.4585972548924396e-05
D251,5.4540463360529534e-05
D724,5.4368310408251544e-05
D1458,5.4336120897716564e-05
D1523,5.4191698110224864e-05
D1623,5.3418067879742696e-05
D1519,5.334420442158076e-05
D868,5.309114865924946e-05
D1543,5.307830063169347e-05
D291,5.283604134912449e-05
D774,5.280423737975287e-05
D1463,5.271014891387889e-05
D230,5.24742934003801e-05
D819,5.243881882193939e-05
D328,5.1875856416452567e-05
D274,5.1532910233391766e-05
D403,5.020559684235779e-05
D329,5.019540211927043e-05
D567,5.017499457077495e-05
D1622,5.004439211394151e-05
D1720,5.004247420452853e-05
D507,4.990122981594022e-05
D508,4.9698460152418486e-05
D1739,4.957639021340267e-05
D1697,4.947222882875009e-05
D616,4.9373570457292145e-05
D920,4.931245954713097e-05
D1284,4.907648165737938e-05
D1537,4.895305936661107e-05
D1541,4.893134719364925e-05
D1587,4.878929376862701e-05
D797,4.8766070260759986e-05
D1607,4.867996539976523e-05
D1656,4.8444463985365054e-05
D931,4.822809208839129e-05
D1591,4.818278809680419e-05
D1469,4.792761644008998e-05
D1522,4.7881121518174075e-05
D1570,4.781017218054334e-05
D738,4.726757393734705e-05
D381,4.710680300793544e-05
D869,4.705501342478363e-05
D631,4.703228066399608e-05
D1515,4.6932316398966553e-05
D1695,4.650271988795444e-05
D1526,4.617918642900291e-05
D1669,4.5989181904025306e-05
D1653,4.59363933500189e-05
D435,4.5891650909640035e-05
D353,4.5889066814514025e-05
D278,4.530064507239419e-05
D1548,4.510209478554685e-05
D1736,4.501608809873536e-05
D23,4.497392793794971e-05
D1565,4.4751430799848735e-05
D670,4.465478496131343e-05
D553,4.4493602890690275e-05
D1551,4.443097534930999e-05
D1468,4.400412818604146e-05
D1684,4.3999188879044326e-05
D1725,4.394047218767211e-05
D170,4.389038654200586e-05
D1499,4.3820485141500876e-05
D745,4.370394893022611e-05
D851,4.347584057371994e-05
D468,4.340977226990541e-05
D695,4.327972867298996e-05
D414,4.3136957683031925e-05
D1723,4.304545714616416e-05
D1757,4.301411720781333e-05
D1752,4.29684955249977e-05
D1569,4.267245868114449e-05
D331,4.255048885600975e-05
D1754,4.253757568374865e-05
D1452,4.2373656417496655e-05
D116,4.2289027602772154e-05
D1614,4.213397085454795e-05
D568,4.193838685445928e-05
D321,4.187842500809706e-05
D1557,4.175195273894087e-05
D617,4.1751079514760994e-05
D252,4.159617581118878e-05
D772,4.1556552167821394e-05
D1589,4.1544498789963726e-05
D1647,4.154094473503932e-05
D1734,4.122987944518333e-05
D1637,4.122896423076044e-05
D510,4.1179589970711065e-05
D1514,4.116873614887913e-05
D287,4.113106296905924e-05
D1576,4.10802088829156e-05
D1689,4.106261581367302e-05
D1634,4.104009669587707e-05
D1642,4.103251540144013e-05
D1705,4.07914113692689e-05
D1496,4.035241124710086e-05
D413,3.9960692754960415e-05
D1673,3.992374145883359e-05
D634,3.98868446765188e-05
D1668,3.97781870799232e-05
D532,3.969072544677467e-05
D399,3.963339966189396e-05
D1726,3.951295626577026e-05
D292,3.940661610093324e-05
D1744,3.9403146541917634e-05
D1528,3.935287705253266e-05
D591,3.933628096107014e-05
D263,3.932611845524534e-05
D1498,3.9153562178894693e-05
D1654,3.911811503375374e-05
D1767,3.875328499493192e-05
D718,3.873682970713294e-05
D1627,3.868046884376505e-05
D1774,3.8676989902953845e-05
D1709,3.865775034503731e-05
D1592,3.843105982873349e-05
D1503,3.82742502608316e-05
D245,3.826421603364072e-05
D483,3.813204738033602e-05
D1661,3.8096630406095485e-05
D645,3.8047456419765165e-05
D1663,3.7949104318992205e-05
D467,3.788608852631024e-05
D500,3.770553399879162e-05
D908,3.769394093180675e-05
D1698,3.762603053599967e-05
D857,3.7620065012671254e-05
D1735,3.758303464591098e-05
D1484,3.7517155363723934e-05
D1547,3.7515551242536334e-05
D264,3.745039135482007e-05
D1750,3.742827733397457e-05
D1764,3.73564616676423e-05
D942,3.735278948852588e-05
D1595,3.733156034675183e-05
D592,3.7287009753625076e-05
D395,3.7186020086130383e-05
D1508,3.7114848221576545e-05
D733,3.70013721128761e-05
D1501,3.698946452191661e-05
D655,3.696293452787852e-05
D1765,3.691464260829273e-05
D1645,3.673189598335441e-05
D581,3.6714795536354316e-05
D1710,3.669009003962024e-05
D1603,3.6575159490030755e-05
D1497,3.6529997268341206e-05
D397,3.646449496452484e-05
D1676,3.64315851163462e-05
D238,3.640564008587827e-05
D383,3.639152846687635e-05
D530,3.638943720643994e-05
D1602,3.6379162621467635e-05
D1650,3.6298414855813626e-05
D283,3.622162237963514e-05
D1731,3.619335447751862e-05
D1464,3.615840104213897e-05
D725,3.602930231685501e-05
D1632,3.601795249445517e-05
D300,3.585490850077144e-05
D1582,3.5803100380174377e-05
D1638,3.5762613489328377e-05
D1509,3.568538573453611e-05
D680,3.557547472229507e-05
D1558,3.530419527128977e-05
D1716,3.516545386400416e-05
D1641,3.5081774436203444e-05
D658,3.4918738614741404e-05
D1540,3.486688671313737e-05
D1492,3.485580329042849e-05
D1584,3.4688723658981484e-05
D1470,3.468663047268198e-05
D1473,3.4632487707723995e-05
D1521,3.4490594243871446e-05
D1682,3.447063166959227e-05
D1483,3.445419695316465e-05
D619,3.4428128773659606e-05
D1612,3.4124811135868834e-05
D1713,3.3909669476092093e-05
D1722,3.372003450623819e-05
D1769,3.361291609521548e-05
D552,3.34932609913431e-05
D531,3.313493396828717e-05
D604,3.3052291652037713e-05
D1538,3.300590337373567e-05
D946,3.296138620397408e-05
D1560,3.294706725047599e-05
D642,3.291723173446342e-05
D1562,3.2780136784468126e-05
D1572,3.267071301888953e-05
D1691,3.2634309919998905e-05
D293,3.261755675584037e-05
D1462,3.255595119098568e-05
D307,3.25309531425055e-05
D874,3.238808677230243e-05
D760,3.23800473376704e-05
D1760,3.234263204686588e-05
D330,3.212589639402294e-05
D1456,3.2038283740760306e-05
D1605,3.200497134122671e-05
D253,3.198938546071829e-05
D1561,3.1824208638960084e-05
D1694,3.1744941070035625e-05
D1504,3.1721058567382454e-05
D1535,3.165162689089768e-05
D317,3.160626423489971e-05
D744,3.160025332890481e-05
D1679,3.1369099358766925e-05
D1542,3.123096932126158e-05
D1761,3.122335378452599e-05
D1748,3.1196565794257126e-05
D1544,3.0952645933976504e-05
D1518,3.0737129815871385e-05
D1666,3.073205236595106e-05
D1507,3.068051850215357e-05
D1708,3.0636846349798055e-05
D1662,3.056029919892333e-05
D1762,3.0488393893221957e-05
D1611,3.0459060487853137e-05
D1657,3.0399195708460846e-05
D1715,3.039647265901501e-05
D1680,3.0373564040652616e-05
D1524,3.029254358662313e-05
D1453,3.0257129573837223e-05
D1574,3.0214584069783812e-05
D1532,3.0133640566269225e-05
D853,3.0089345578421466e-05
D1604,3.000582664749231e-05
D1696,3.0002192908300636e-05
D1585,2.996410517883477e-05
D786,2.9949086476806924e-05
D342,2.9766186044867055e-05
D800,2.96211480981431e-05
D1624,2.9618471031205177e-05
D1771,2.9399390086986053e-05
D1610,2.9393167224304087e-05
D1539,2.9356520000553184e-05
D1618,2.935266547079223e-05
D696,2.9267928055892904e-05
D1555,2.925680499840217e-05
D1505,2.9248404243551897e-05
D1660,2.9115134818818668e-05
D1620,2.909975724210468e-05
D1511,2.9027287278905127e-05
D1590,2.902046136668107e-05
D566,2.8727784299026174e-05
D1533,2.8642743957300954e-05
D1664,2.8553626138611594e-05
D358,2.8519597772365352e-05
D1703,2.851783799640862e-05
D1599,2.838291922051866e-05
D511,2.8379203836725253e-05
D1552,2.8357942764616387e-05
D1527,2.8252674901103587e-05
D735,2.805039068907632e-05
D1741,2.799566887590319e-05
D509,2.7909886541479154e-05
D759,2.7848212309681925e-05
D1745,2.7823767132805394e-05
D1566,2.77542013983961e-05
D1753,2.7549047014666215e-05
D1460,2.7314397285691527e-05
D1674,2.7167889761179342e-05
D1550,2.7146327855642812e-05
D875,2.7075871985136306e-05
D1474,2.6977886953087056e-05
D1675,2.691913970608596e-05
D265,2.689601225679489e-05
D1659,2.680529227668755e-05
D1652,2.6752807357664617e-05
D945,2.6722268520316208e-05
D1564,2.669217659868121e-05
D565,2.660657698960212e-05
D294,2.6595287312388608e-05
D1631,2.6403614786107464e-05
D1494,2.6318822126723152e-05
D1688,2.624395537377002e-05
D856,2.612859453140888e-05
D1732,2.6108991217055207e-05
D285,2.6082129953108023e-05
D1489,2.6029903693439332e-05
D1613,2.5647040624510663e-05
D1690,2.5439447019451814e-05
D1643,2.5425116726890833e-05
D713,2.542255393550882e-05
D1577,2.5323127653544627e-05
D804,2.525338291758171e-05
D1711,2.5252925839197176e-05
D1702,2.5165074905816505e-05
D1601,2.5019331367694716e-05
D870,2.5005364971040554e-05
D1737,2.4991173771479074e-05
D1628,2.4901851254942377e-05
D1588,2.484895504157953e-05
D1646,2.466949170772161e-05
D1742,2.4636139325042947e-05
D1495,2.4589608839740357e-05
D1568,2.4333118659530094e-05
D299,2.4317310322025795e-05
D1687,2.3848185431172996e-05
D1633,2.382649211545831e-05
D385,2.375869477938568e-05
D839,2.3675789123328517e-05
D1756,2.3567665358230036e-05
D573,2.347956396985429e-05
D1554,2.3401172950944814e-05
D1648,2.337171188914991e-05
D1466,2.3321544292655918e-05
D1772,2.3284308304377175e-05
D887,2.3256039520534115e-05
D1629,2.3222320449081355e-05
D657,2.3196941566826835e-05
D1530,2.3195373873291474e-05
D316,2.3178914267495767e-05
D726,2.312045548854041e-05
D632,2.2928301511953403e-05
D1776,2.288920399061397e-05
D715,2.2888578557126e-05
D637,2.2818325107978215e-05
D1479,2.2799666713266297e-05
D922,2.279220235472859e-05
D1567,2.2611347304197938e-05
D1751,2.259745444067669e-05
D1712,2.2376648595400492e-05
D944,2.2348087550622253e-05
D368,2.2302244073679163e-05
D1770,2.2284017819974546e-05
D1635,2.2223945350449493e-05
D1578,2.2166325017250815e-05
D1586,2.214305530896944e-05
D1621,2.2121168980861178e-05
D860,2.202627728071346e-05
D719,2.1403328206037748e-05
D1512,2.1284853541307628e-05
D640,2.1082146624768007e-05
D1488,2.1050618490455323e-05
D602,2.103103031934827e-05
D308,2.0978389435463618e-05
D1733,2.080148425679514e-05
D780,2.072719612899264e-05
D1471,2.062330943712451e-05
D1485,2.039473900081463e-05
D356,2.0257524912382955e-05
D1478,2.01444006225756e-05
D1493,2.0134678372910584e-05
D1516,2.0051922058246617e-05
D1487,2.0029087615507366e-05
D1743,2.0014549698349026e-05
D1724,1.9998766022116033e-05
D1467,1.996073991424401e-05
D487,1.9915230944282806e-05
D1480,1.9851545892525448e-05
D1573,1.9759166976883138e-05
D1701,1.954352241848184e-05
D1639,1.915207997682306e-05
D1636,1.9149835502129188e-05
D1600,1.9028996402507142e-05
D1597,1.8955895941648356e-05
D571,1.8930627731760252e-05
D1658,1.8877110648129028e-05
D437,1.8852391323323516e-05
D1730,1.883515989263982e-05
D1500,1.8827853457994104e-05
D1755,1.8791525451663768e-05
D1450,1.86301252626748e-05
D1461,1.86279498929969e-05
D854,1.861904409044435e-05
D257,1.8562276222946496e-05
D683,1.8517205273642433e-05
D298,1.843455182217008e-05
D1692,1.8273153309810894e-05
D1546,1.8080681145561056e-05
D1706,1.8040342434295214e-05
D533,1.8022980849474186e-05
D256,1.788600151594908e-05
D1707,1.7814840200181733e-05
D344,1.7410455287374852e-05
D923,1.7216699941332093e-05
D1759,1.7022503389490794e-05
D871,1.6985212564127484e-05
D873,1.6947906448145587e-05
D425,1.693912715838896e-05
D708,1.6903619861714743e-05
D1491,1.6889695569202862e-05
D618,1.6839253313707832e-05
D1727,1.6758443851736192e-05
D1630,1.6742671428072514e-05
D1581,1.6561296251294258e-05
D1672,1.649296014313518e-05
D1510,1.6318182314729125e-05
D372,1.6298513624723213e-05
D784,1.6228623131972292e-05
D1766,1.611565041728877e-05
D714,1.602980430420206e-05
D1459,1.5845370773607575e-05
D877,1.5843570962028044e-05
D1476,1.5293638443295092e-05
D241,1.4977064570821952e-05
D1579,1.492762387393946e-05
D332,1.484570033924855e-05
D302,1.482669638242747e-05
D1667,1.4758409724851137e-05
D1506,1.4484806421426668e-05
D1490,1.4174284488938629e-05
D1655,1.409841075964447e-05
D648,1.4019272101243588e-05
D1457,1.3461069487260908e-05
D782,1.3394164266558642e-05
D1563,1.3319195423900321e-05
D852,1.3292636372564876e-05
D717,1.323683903997542e-05
D398,1.3220446547547915e-05
D541,1.317627777123967e-05
D1472,1.3143642042667769e-05
D1575,1.3091653429110965e-05
D322,1.3077905493843672e-05
D357,1.290040697279418e-05
D694,1.2887164205936472e-05
D1740,1.2880680255864893e-05
D1482,1.2814832249106746e-05
D402,1.2460791910978635e-05
D1531,1.2433777667628506e-05
D1649,1.2307067574587906e-05
D1606,1.2140460138075937e-05
D1455,1.2085745572853547e-05
D297,1.2052854579177645e-05
D682,1.2029220066695808e-05
D1683,1.1977156479689268e-05
D1625,1.180223906830373e-05
D304,1.1770564069347379e-05
D1704,1.1713344116373491e-05
D1534,1.1578077681470218e-05
D799,1.1414549691547366e-05
D878,1.1176357863628817e-05
D805,1.0787745308637293e-05
D1617,1.0765771711639843e-05
D1747,1.0674063053790042e-05
D783,1.066483746219901e-05
D633,1.063756027890996e-05
D1549,1.06081891274679e-05
D921,1.0357050351139495e-05
D785,1.0315983503728926e-05
D1465,1.0250015773767519e-05
D1670,1.013930733449733e-05
D1773,1.0131534373906212e-05
D1738,1.010566802556625e-05
D781,9.814028843317452e-06
D787,9.800273159678573e-06
D485,9.746393224966812e-06
D1594,9.670372493779445e-06
D1517,9.63288646150436e-06
D490,9.619262358063635e-06
D746,9.608588100153384e-06
D295,9.465514028434543e-06
D836,9.342597135943493e-06
D639,9.241139398707794e-06
D1616,9.23825523009504e-06
D829,8.913484813917186e-06
D354,8.905238800692332e-06
D789,8.673931494440218e-06
D384,8.596636680599701e-06
D439,8.548563510599626e-06
D1553,8.51115039703674e-06
D574,8.50745649649702e-06
D305,8.27399917226949e-06
D570,8.254582961240705e-06
D572,8.157889367201338e-06
D301,8.00539686938794e-06
D369,7.996680687978968e-06
D872,7.896829253851063e-06
D370,7.74451032047126e-06
D646,7.601290370327766e-06
D684,7.530936356739955e-06
D1719,7.391869138618561e-06
D1721,7.368495655336231e-06
D824,7.256487458521873e-06
D345,7.1437131892219465e-06
D720,7.011125937797223e-06
D296,6.900495639040295e-06
D324,6.820033486735439e-06
D838,6.801665100151153e-06
D788,6.7181824235658305e-06
D1685,6.444633488069455e-06
D1693,6.353130064520683e-06
D333,6.33882055194824e-06
D888,6.2936483681787505e-06
D821,6.291770997786332e-06
D575,6.279212613891156e-06
D323,6.158322986138804e-06
D837,6.1318303785874734e-06
D1686,6.044881196384822e-06
D647,5.963301848010537e-06
D737,5.920173197988482e-06
D540,5.885838330171299e-06
D847,5.726229972680939e-06
D1477,5.663647469737147e-06
D825,5.207691213831958e-06
D502,5.1833600239028e-06
D924,5.169605064677596e-06
D828,4.785634198223684e-06
D234,4.26368665861653e-06
D1678,3.92243204607737e-06
D879,3.7942357815120527e-06
D484,3.7054379008536398e-06
D859,3.6363129281787575e-06
D269,3.494443109623754e-06
D861,3.4826489266770365e-06
D827,3.426049648492513e-06
D721,3.4111520558259434e-06
D840,3.2687532503426345e-06
D438,2.8621428232516722e-06
D831,2.8565148639957663e-06
D405,2.6894271116880197e-06
D242,2.6797106060868273e-06
D277,2.5422651138359548e-06
D1671,2.4259538969972993e-06
D406,2.3595738630966045e-06
D371,2.134962511400127e-06
D306,2.1037589628223378e-06
D1714,1.758106503921853e-06
D401,1.37525287950452e-06
D488,1.3252590767492642e-06
D1651,1.322952986661288e-06
D489,1.2514386782702564e-06
D303,1.150237675278347e-06
D240,0.0
D862,0.0
D72,0.0
D826,0.0
D823,0.0
D858,0.0
D830,0.0
D638,0.0
D820,0.0
D404,0.0
D605,0.0
D822,0.0
